District code,State name,District name,Population,Male,Female,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Illiterate_Education,Age not stated,literate education,age 0-29,age 30-49,age 50>
389,ORISSA,Gajapati,577817,282882,294935,353160,1556,219482,53,2180,66,335821,3315,241996,345387,144043,85072
390,ORISSA,Kandhamal,733110,359945,373165,580300,2138,148895,82,290,47,287948,1237,445162,436625,177471,117777
391,ORISSA,Baudh,441162,221625,219537,438152,1007,522,24,5,11,146392,1078,294770,253467,111571,75046
392,ORISSA,Subarnapur,610183,311312,298871,605225,1566,2374,58,46,17,167244,1412,442939,341561,153760,113450
393,ORISSA,Balangir,1648997,830097,818900,1618175,7811,16271,565,467,2225,721389,4084,927608,904026,430011,310876
394,ORISSA,Nuapada,610382,301962,308420,601092,4952,1778,724,76,905,316086,1301,294296,344075,152681,112325
395,ORISSA,Kalahandi,1576869,787101,789768,1555367,4975,11160,796,175,1225,765368,5398,811501,880160,415778,275533
396,ORISSA,Rayagada,967911,471960,495951,874445,4607,84916,219,249,123,583140,3751,384771,577569,245766,140825
397,ORISSA,Nabarangapur,1220946,604812,616134,1178005,6753,32152,169,189,325,739190,6427,481756,745206,297552,171761
398,ORISSA,Koraput,1379647,678809,700838,1294151,8850,68550,518,219,491,770707,5060,608940,818578,348803,207206
399,ORISSA,Malkangiri,613192,303624,309568,600219,1871,10039,213,43,195,390356,1640,222836,381913,146355,83284
400,CHHATTISGARH,Koriya,658917,334737,324180,604259,25878,9398,1391,84,1155,179639,241,479278,399581,165022,94073
401,CHHATTISGARH,Surguja,2359886,1193129,1166757,2126195,81442,97432,2303,1287,623,991866,1458,1368020,1441436,561915,355077
402,CHHATTISGARH,Jashpur,851669,424747,426922,629509,15336,189588,474,467,694,328438,149,523231,488965,214455,148100
403,CHHATTISGARH,Raigarh,1493984,750278,743706,1422986,17332,47653,2117,781,409,460166,281,1033818,841958,398257,253488
404,CHHATTISGARH,Korba,1206640,612915,593725,1133176,30195,21059,3666,897,753,410186,494,796454,729708,309479,166959
405,CHHATTISGARH,Janjgir - Champa,1619707,815717,803990,1597089,14173,2926,635,556,707,587734,523,1031973,975114,383172,260898
406,CHHATTISGARH,Bilaspur,2663629,1351574,1312055,2540763,57973,20745,6373,2979,2357,943112,2999,1720517,1625484,655032,380114
407,CHHATTISGARH,Kabeerdham,822526,412058,410468,776013,12206,980,924,433,1167,376852,184,445674,515971,198517,107854
408,CHHATTISGARH,Rajnandgaon,1537133,762855,774278,1399658,23648,5193,3761,28541,8187,467554,732,1069579,898915,404418,233068
409,CHHATTISGARH,Durg,3343872,1682101,1661771,3129745,83499,24304,24276,19587,17209,823501,2143,2520371,1919832,898241,523656
410,CHHATTISGARH,Raipur,4063872,2048186,2015686,3881485,103038,23181,16707,8397,17137,1247434,11234,2816438,2454299,1038155,560184
411,CHHATTISGARH,Mahasamund,1032754,511967,520787,1008061,12570,5284,2941,521,1495,384764,375,647990,582544,272009,177826
412,CHHATTISGARH,Dhamtari,799781,397897,401884,777188,10425,2644,1196,667,3612,214637,206,585144,461125,213021,125429
413,CHHATTISGARH,Uttar Bastar Kanker,748941,373338,375603,627460,6040,4007,552,2213,1071,243039,290,505902,437598,197603,113450
414,CHHATTISGARH,Bastar,1413199,698487,714712,1277975,12413,27951,2099,985,3466,729550,1201,683649,864272,358157,189569
415,CHHATTISGARH,Narayanpur,139820,70104,69716,129161,776,600,96,71,409,78331,159,61489,91338,33956,14367
416,CHHATTISGARH,Dakshin Bastar Dantewada,533638,264142,269496,513915,6437,4888,457,352,1044,336963,293,196675,334987,140188,58170
417,CHHATTISGARH,Bijapur,255230,128663,126567,245151,1617,2709,68,1649,15,163278,153,91952,167348,63802,23927
418,MADHYA PRADESH,Sheopur,687861,361784,326077,638702,41396,230,6387,201,379,393141,408,294720,449974,155063,82416
419,MADHYA PRADESH,Morena,1965970,1068417,897553,1875495,76159,1092,557,3234,6681,706917,1480,1259053,1254302,452484,257704
420,MADHYA PRADESH,Bhind,1703005,926843,776162,1595400,66776,973,4047,12215,19950,388473,4005,1314532,1040736,399676,258588
421,MADHYA PRADESH,Gwalior,2032036,1090327,941709,1835299,141735,4119,24790,4361,18058,554486,2538,1477550,1218319,519728,291451
422,MADHYA PRADESH,Datia,786754,420157,366597,747693,28483,683,490,7923,453,260076,340,526678,473097,195131,118186
423,MADHYA PRADESH,Shivpuri,1726050,919795,806255,1648749,51200,1117,7151,3421,12171,719547,2325,1006503,1106084,389652,227989
424,MADHYA PRADESH,Tikamgarh,1445166,760355,684811,1383475,44143,588,251,109,15569,659348,1144,785818,898323,343824,201875
425,MADHYA PRADESH,Chhatarpur,1762375,936121,826254,1676918,70351,1980,968,250,10409,770268,3262,992107,1112636,394060,252417
426,MADHYA PRADESH,Panna,1016520,533480,483040,974748,35214,418,186,37,4734,427997,1311,588523,635347,235035,144827
427,MADHYA PRADESH,Sagar,2378458,1256257,1122201,2198297,103480,5580,4146,991,62992,711804,3172,1666654,1470688,569166,335432
428,MADHYA PRADESH,Damoh,1264219,661873,602346,1186420,47966,1681,1096,119,25005,469038,1294,795181,768929,312593,181403
429,MADHYA PRADESH,Satna,2228935,1157495,1071440,2158623,59471,2228,1163,364,3135,715509,2153,1513426,1365647,535086,326049
430,MADHYA PRADESH,Rewa,2365106,1225100,1140006,2268838,85414,1964,832,986,655,766166,2568,1598940,1460075,540235,362228
431,MADHYA PRADESH,Umaria,644758,330674,314084,620515,15966,667,190,70,220,230782,604,413976,403030,158140,82984
432,MADHYA PRADESH,Neemuch,826067,422653,403414,741288,67324,1508,1110,224,14165,289113,442,536954,476995,217403,131227
433,MADHYA PRADESH,Mandsaur,1340411,682851,657560,1192588,125548,1120,849,242,19029,467002,735,873409,781000,346861,211815
434,MADHYA PRADESH,Ratlam,1455069,738241,716828,1267043,151071,3996,1353,175,29353,622153,746,832916,876905,363858,213560
435,MADHYA PRADESH,Ujjain,1986864,1016289,970575,1718204,233133,4659,3241,945,24622,659279,1311,1327585,1156749,508302,320502
436,MADHYA PRADESH,Shajapur,1512681,780520,732161,1321003,174724,815,631,179,13755,544791,1011,967890,901161,369741,240768
437,MADHYA PRADESH,Dewas,1563715,805359,758356,1376591,174259,2355,2330,382,6497,565365,833,998350,943954,388648,230280
438,MADHYA PRADESH,Dhar,2185793,1112725,1073068,2051219,116202,2261,1607,328,12199,1021851,2174,1163942,1377326,533243,273050
439,MADHYA PRADESH,Indore,3276697,1699627,1577070,2728225,415142,18523,25696,11496,71667,718174,11867,2558523,1877270,894464,493096
440,MADHYA PRADESH,Khargone (West Nimar),1873046,953121,919925,1725441,135085,2075,2896,284,6028,932619,1362,940427,1166866,450248,254570
441,MADHYA PRADESH,Barwani,1385881,699340,686541,1318869,58222,2967,2361,416,2289,825034,789,560847,923665,302833,158594
442,MADHYA PRADESH,Rajgarh,1545814,790212,755602,1433879,106928,1243,460,121,1599,706958,919,838856,935230,363218,246447
443,MADHYA PRADESH,Vidisha,1458875,769568,689307,1287391,149548,1313,914,295,18490,512311,941,946564,919239,335690,203005
444,MADHYA PRADESH,Bhopal,2371061,1236130,1134931,1755861,525434,23432,10789,21688,25950,462581,9362,1908480,1405814,625594,330291
445,MADHYA PRADESH,Sehore,1311332,683743,627589,1163607,137980,1404,640,357,6232,508396,508,802936,817608,305605,187611
446,MADHYA PRADESH,Raisen,1331597,700358,631239,1195235,120331,1725,2262,253,10637,444877,815,886720,832939,316319,181524
447,MADHYA PRADESH,Betul,1575362,799236,776126,1505745,37590,3271,1078,9651,3759,603098,1223,972264,938819,392728,242592
448,MADHYA PRADESH,Harda,570465,294838,275627,527462,38640,683,676,93,1573,177731,392,392734,347774,138882,83417
449,MADHYA PRADESH,Hoshangabad,1241350,648725,592625,1175203,52269,4453,3127,1550,3888,344492,849,896858,730768,318232,191501
450,MADHYA PRADESH,Katni,1292042,662013,630029,1240650,37232,3158,1167,157,5342,465374,1189,826668,778414,326582,185857
451,MADHYA PRADESH,Jabalpur,2463289,1277278,1186011,2159065,203652,23142,13256,4320,33728,540029,4832,1923260,1387369,679185,391903
452,MADHYA PRADESH,Narsimhapur,1091854,568810,523044,1038628,39048,914,997,262,8125,356987,1048,734867,620415,289560,180831
453,MADHYA PRADESH,Dindori,704524,351913,352611,605435,6736,4238,260,61,687,295655,630,408869,419531,181841,102522
454,MADHYA PRADESH,Mandla,1054905,525272,529633,849518,16558,12450,436,297,1789,376944,1048,677961,614794,278553,160510
455,MADHYA PRADESH,Chhindwara,2090922,1064468,1026454,1923920,100692,4893,2258,24471,7830,663446,1366,1427476,1232263,535316,321977
456,MADHYA PRADESH,Seoni,1379131,695879,683252,1145052,79739,1857,360,7288,4982,458811,935,920320,809922,363037,205237
457,MADHYA PRADESH,Balaghat,1701698,842178,859520,1519384,38542,5295,1050,72162,4778,493415,1521,1208283,969773,453605,276799
458,MADHYA PRADESH,Guna,1241519,649362,592157,1172248,49203,1208,3271,529,13474,578034,1089,663485,793150,285176,162104
459,MADHYA PRADESH,Ashoknagar,845071,443837,401234,778214,40707,635,8009,1352,15094,359525,758,485546,535410,194772,114131
460,MADHYA PRADESH,Shahdol,1066063,540021,526042,997073,42426,2372,912,268,1737,422736,644,643327,645619,269145,150655
461,MADHYA PRADESH,Anuppur,749237,379114,370123,686524,21473,2132,606,86,1653,271733,950,477504,444954,193520,109813
462,MADHYA PRADESH,Sidhi,1127033,575912,551121,1077545,34419,511,128,92,93,477472,858,649561,721531,253685,150959
463,MADHYA PRADESH,Singrauli,1178273,613637,564636,1118998,46574,2332,1422,338,182,517447,1083,660826,771725,267189,138276
464,MADHYA PRADESH,Jhabua,1025048,515023,510025,960925,15733,38423,141,65,8871,775664,398,249384,684200,220769,119681
465,MADHYA PRADESH,Alirajpur,728999,362542,366457,705060,17660,4600,65,36,780,658684,674,70315,488848,155328,84149
466,MADHYA PRADESH,Khandwa (East Nimar),1310061,674329,635732,1182330,116277,2800,1726,1425,3856,551824,586,758237,809091,313456,186928
467,MADHYA PRADESH,Burhanpur,757847,388504,369343,552526,180840,1199,1074,19883,1884,317962,370,439885,469838,181605,106034
468,GUJARAT,Kachchh,2092371,1096737,995634,1608921,442355,6192,6353,490,25312,581952,3629,1510419,1278604,524052,286086
469,GUJARAT,Banas Kantha,3120506,1610379,1510127,2890305,213505,1686,486,281,12659,1207376,2600,1913130,1984701,738412,394793
470,GUJARAT,Patan,1343734,694397,649337,1194745,142797,916,337,66,3602,452891,2531,890843,786357,341381,213465
471,GUJARAT,Mahesana,2035064,1056520,978544,1885732,136431,1954,1082,146,7087,434497,3603,1600567,1119451,554432,357578
472,GUJARAT,Sabar Kantha,2428589,1244231,1184358,2260560,148563,6375,614,168,11110,665058,3590,1763531,1393131,630963,400905
473,GUJARAT,Gandhinagar,1391753,723864,667889,1319586,57273,3237,1985,497,6405,246993,5676,1144760,769329,391862,224886
474,GUJARAT,Ahmadabad,7214225,3788051,3426174,6042416,883238,50754,14542,4518,209287,1129562,19320,6084663,3952858,2043895,1198152
475,GUJARAT,Surendranagar,1756268,909917,846351,1620282,109681,1419,512,312,22992,493427,2899,1262841,1033435,439352,280582
476,GUJARAT,Rajkot,3804558,1974445,1830113,3397406,361388,5478,1918,1170,33591,738660,11543,3065898,2080568,1052871,659576
477,GUJARAT,Jamnagar,2160119,1114192,1045927,1810443,320805,4392,1873,1086,18856,502873,4747,1657246,1220598,576319,358455
478,GUJARAT,Porbandar,585449,300209,285240,549749,33565,500,248,91,515,137119,1148,448330,314886,163777,105638
479,GUJARAT,Junagadh,2743082,1404356,1338726,2397056,334858,2586,1110,1291,3841,669022,4388,2074060,1527888,749156,461650
480,GUJARAT,Amreli,1514190,771049,743141,1410463,99105,919,415,243,2053,380595,5546,1133595,836343,389892,282409
481,GUJARAT,Bhavnagar,2880365,1490201,1390164,2632574,212863,3457,1410,445,26974,508664,6065,2371701,1708938,720241,445121
482,GUJARAT,Anand,2092745,1087224,1005521,1798794,250919,29789,1524,267,8591,360506,6271,1732239,1134962,585093,366419
483,GUJARAT,Kheda,2299885,1185727,1114158,2000884,264482,26629,1403,300,3479,482078,22358,1817807,1260660,628221,388646
484,GUJARAT,Panch Mahals,2390776,1226961,1163815,2220974,158513,2863,662,337,5236,781582,5601,1609194,1421859,599925,363391
485,GUJARAT,Dohad,2127086,1068651,1058435,2045243,66353,9907,493,260,3331,1047088,5202,1079998,1402616,467115,252153
486,GUJARAT,Vadodara,4165626,2153736,2011890,3713941,384579,23813,9340,2069,27650,910219,28401,3255407,2213474,1190041,733710
487,GUJARAT,Narmada,590297,301086,289211,559848,22600,4413,147,80,373,192780,2091,397517,336830,157910,93466
488,GUJARAT,Bharuch,1551019,805707,745312,1188204,343511,9494,1733,442,4813,273829,9470,1277190,844298,442523,254728
489,GUJARAT,The Dangs,228291,113821,114470,203545,3593,20029,69,32,39,91160,348,137131,146095,51821,30027
490,GUJARAT,Navsari,1329672,678165,651507,1225087,78669,5733,2459,601,13386,261956,7352,1067716,673014,390349,258957
491,GUJARAT,Valsad,1705678,887222,818456,1571147,94034,19661,1589,913,13809,405928,15366,1299750,944532,485874,259906
492,GUJARAT,Surat,6081322,3402224,2679098,5260193,660772,21052,5703,12902,112835,942150,53718,5139172,3563443,1740746,723415
493,GUJARAT,Tapi,807022,402188,404834,725890,22309,52930,239,1476,1828,292102,5381,514920,422047,235019,144575
494,DAMAN AND DIU,Diu,52074,25642,26432,48613,3190,202,3,1,43,10735,68,41339,30475,13932,7599
495,DAMAN AND DIU,Daman,191173,124659,66514,171537,16087,2618,169,216,244,20641,288,170532,122589,52868,15428
496,DADRA AND NAGAR HAVELI,Dadra AND Nagar Haveli,343709,193760,149949,322857,12922,5113,217,634,1186,91055,372,252654,225103,87888,30346
497,MAHARASHTRA,Nandurbar,1648295,833170,815125,1521618,96182,8467,685,4969,6191,790613,4990,857682,1011352,390419,241534
498,MAHARASHTRA,Dhule,2050862,1054031,996831,1825460,187901,3653,1422,13405,12818,649568,18638,1401294,1167569,513908,350747
499,MAHARASHTRA,Jalgaon,4229917,2197365,2032552,3457615,560261,7091,3091,143865,27404,1003050,33480,3226867,2352671,1080237,763529
500,MAHARASHTRA,Buldana,2586258,1337560,1248698,1845424,354236,3531,1668,364229,12242,600436,3890,1985822,1467457,641840,473071
501,MAHARASHTRA,Akola,1813906,932334,881572,1107809,357253,4483,1504,328033,10205,352687,4005,1461219,998769,483200,327932
502,MAHARASHTRA,Washim,1197160,620302,576858,859949,142672,1707,518,179330,8476,291525,1631,905635,682919,302425,210185
503,MAHARASHTRA,Amravati,2888445,1480768,1407677,2055177,421410,7223,2242,383891,11360,478074,11041,2410371,1540590,783549,553265
504,MAHARASHTRA,Wardha,1300774,668385,632389,1057096,53854,2696,2147,175417,5663,212054,900,1088720,659540,370227,270107
505,MAHARASHTRA,Nagpur,4653570,2384975,2268595,3492202,390974,34667,20469,668050,24528,601547,12462,4052023,2460820,1361821,818467
506,MAHARASHTRA,Bhandara,1200334,605520,594814,1009352,26502,2145,831,154458,1017,235524,7482,964810,626978,333120,232754
507,MAHARASHTRA,Gondiya,1322507,661554,660953,1153861,26157,1827,2160,125282,1568,256549,2274,1065958,704214,371908,244111
508,MAHARASHTRA,Gadchiroli,1072942,541328,531614,927411,21063,3872,681,82695,454,360229,2759,712713,605217,289448,175518
509,MAHARASHTRA,Chandrapur,2204307,1123834,1080473,1780085,92297,10701,5251,286734,3861,516728,6896,1687579,1163802,629890,403719
510,MAHARASHTRA,Yavatmal,2772348,1419965,1352383,2251401,239236,4567,1596,249874,11422,718204,6014,2054144,1549263,733258,483813
511,MAHARASHTRA,Nanded,3361292,1730075,1631217,2501741,471951,3902,13540,354189,5049,884626,8016,2476666,2008314,809135,535827
512,MAHARASHTRA,Hingoli,1177345,606294,571051,863199,127552,992,643,176679,5278,331388,1495,845957,692117,281905,201828
513,MAHARASHTRA,Parbhani,1836086,942870,893216,1328385,306364,2081,1371,187899,6238,552643,7796,1283443,1078349,436486,313455
514,MAHARASHTRA,Jalna,1959046,1011473,947573,1504641,274221,12542,1629,152540,9619,545980,12627,1413066,1150104,454836,341479
515,MAHARASHTRA,Aurangabad,3701282,1924469,1776813,2545438,786677,15991,5142,309093,30981,819734,7583,2881548,2211996,909771,571932
516,MAHARASHTRA,Nashik,6107187,3157186,2950001,5237009,693052,23946,8912,94783,38212,1481778,10833,4625409,3580633,1567252,948469
517,MAHARASHTRA,Thane,11060148,5865078,5195070,8716055,1355630,280700,39149,449617,172052,1692022,53820,9368126,6184519,3241888,1579921
518,MAHARASHTRA,Mumbai Suburban,9356962,5031323,4325639,6337132,1795788,322476,47288,469568,343639,1111093,33035,8245869,4936360,2812001,1575566
519,MAHARASHTRA,Mumbai,3085411,1684608,1400803,1873762,773173,84555,13471,134257,166000,262312,15577,2823099,1553005,933586,583243
520,MAHARASHTRA,Raigarh,2634200,1344345,1289855,2239370,227465,17452,7477,121791,12260,482420,8966,2151780,1414154,748339,462741
521,MAHARASHTRA,Pune,9429408,4924105,4505303,8090254,673704,134192,27090,340404,127786,1353077,34377,8076331,5184734,2624165,1586132
522,MAHARASHTRA,Ahmadnagar,4543159,2342825,2200334,4107143,320743,22766,5431,33898,38718,1061271,15215,3481888,2496560,1166245,865139
523,MAHARASHTRA,Bid,2585049,1349106,1235943,2174672,320395,2097,824,68482,8719,821607,2116,1763442,1473882,614615,494436
524,MAHARASHTRA,Latur,2454196,1273140,1181056,2006984,367664,2387,935,66535,6387,596213,10360,1857983,1406364,584243,453229
525,MAHARASHTRA,Osmanabad,1657576,861535,796041,1437623,178925,942,340,28216,4530,440363,3673,1217213,917343,393539,343021
526,MAHARASHTRA,Solapur,4317756,2227852,2089904,3795424,441254,9882,1279,35497,28134,976795,15127,3340961,2402794,1089900,809935
527,MAHARASHTRA,Satara,3003741,1510842,1492899,2691952,146970,4408,1182,141315,12810,545423,14223,2458318,1517324,800492,671702
528,MAHARASHTRA,Ratnagiri,1615069,761121,853948,1307211,187197,1990,230,113467,3347,319622,1766,1295447,777431,438905,396967
529,MAHARASHTRA,Sindhudurg,849651,417332,432319,780384,26264,15471,219,24762,1046,121922,2368,727729,382024,242296,222963
530,MAHARASHTRA,Kolhapur,3876001,1980658,1895343,3379906,286558,15573,1570,29766,154882,778000,17067,3098001,1972486,1084858,801590
531,MAHARASHTRA,Sangli,2822143,1435728,1386415,2440312,239607,9098,1260,38210,87453,579039,15194,2243104,1450907,752303,603739
532,ANDHRA PRADESH,Adilabad,2741239,1369597,1371642,2399901,275970,15422,1377,25510,617,1030640,77788,1710599,1536378,704551,422522
533,ANDHRA PRADESH,Nizamabad,2551335,1250641,1300694,2123426,391596,19653,2357,1847,542,1041862,37588,1509473,1399773,676401,437573
534,ANDHRA PRADESH,Karimnagar,3776269,1880800,1895469,3491139,244723,24979,2086,332,312,1280393,75806,2495876,1940234,1031735,728494
535,ANDHRA PRADESH,Medak,3033288,1523030,1510258,2637313,342449,34301,1309,554,457,1199818,8413,1833470,1735769,779738,509368
536,ANDHRA PRADESH,Hyderabad,3943323,2018575,1924748,2046051,1713405,87522,11446,1268,19560,556902,83281,3386421,2249130,1068243,542669
537,ANDHRA PRADESH,Rangareddy,5296741,2701008,2595733,4458858,617518,144037,8062,2041,3536,1158473,135852,4138268,2966988,1455864,738037
538,ANDHRA PRADESH,Mahbubnagar,4053028,2050386,2002642,3673456,334172,21345,658,290,388,1604319,27199,2448709,2360874,1027525,637430
539,ANDHRA PRADESH,Nalgonda,3488809,1759772,1729037,3249231,188646,35025,937,241,250,1294811,7575,2193998,1932349,897137,651748
540,ANDHRA PRADESH,Warangal,3512576,1759281,1753295,3273755,197333,31377,1453,253,569,1191252,14298,2321324,1891954,941452,664872
541,ANDHRA PRADESH,Khammam,2797370,1390988,1406382,2595321,158887,33463,655,217,459,875272,14230,1922098,1530602,774583,477955
542,ANDHRA PRADESH,Srikakulam,2703114,1341738,1361376,2666950,9025,18879,193,77,160,1009992,3874,1693122,1423119,747385,528736
543,ANDHRA PRADESH,Vizianagaram,2344474,1161477,1182997,2299129,16423,17853,380,114,815,1031683,20245,1312791,1206366,666394,451469
544,ANDHRA PRADESH,Visakhapatnam,4290589,2138910,2151679,4105320,86330,77607,2301,850,2316,1418851,54343,2871738,2274553,1245627,716066
545,ANDHRA PRADESH,East Godavari,5154296,2569688,2584608,4983330,77777,77825,738,413,4149,1524603,2892,3629693,2724328,1478954,948122
546,ANDHRA PRADESH,West Godavari,3936966,1964918,1972048,3733191,86142,109120,288,209,1578,1028767,2156,2908199,2051513,1127764,755533
547,ANDHRA PRADESH,Krishna,4517398,2267375,2250023,4023678,307043,145598,1393,863,6320,1352499,57866,3164899,2340943,1284630,833959
548,ANDHRA PRADESH,Guntur,4887813,2440521,2447292,4217597,559770,89763,764,323,3282,1474349,4078,3413464,2583462,1371811,928462
549,ANDHRA PRADESH,Prakasam,3397448,1714764,1682684,3150195,220654,18775,266,97,204,1218310,5655,2179138,1832695,917391,641707
550,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,2963557,1492974,1470583,2639737,288378,26202,678,239,2610,940785,4374,2022772,1574713,840448,544022
551,ANDHRA PRADESH,Y.S.R.,2882469,1451777,1430692,2391231,454108,23281,367,105,751,893657,4807,1988812,1553667,793583,530412
552,ANDHRA PRADESH,Kurnool,4053463,2039227,2014236,3328380,670737,33165,737,255,2235,1517933,22134,2535530,2368684,1053618,609027
553,ANDHRA PRADESH,Anantapur,4081148,2064495,2016653,3599372,443456,20463,932,341,1417,1369069,47575,2712079,2189396,1104565,739612
554,ANDHRA PRADESH,Chittoor,4174064,2090204,2083860,3737588,397870,24129,867,253,1322,1170993,59402,3003071,2148179,1159053,807430
555,KARNATAKA,Belgaum,4779661,2423063,2356598,4038331,528412,18418,2037,1086,178310,1346776,2054,3432885,2669348,1251116,857143
556,KARNATAKA,Bagalkot,1889752,950111,939641,1634229,219991,3433,443,412,25198,608843,829,1280909,1123443,465706,299774
557,KARNATAKA,Bijapur,2177331,1111022,1066309,1786830,369588,2433,558,374,8665,746979,1423,1430352,1295274,527085,353549
558,KARNATAKA,Bidar,1703300,870665,832635,1289709,335184,35438,1145,30453,680,515395,714,1187905,1018195,397120,287271
559,KARNATAKA,Raichur,1928812,964511,964301,1634062,272022,10394,538,2265,4156,783126,1159,1145686,1196670,465173,265810
560,KARNATAKA,Koppal,1389920,699926,689994,1218024,161770,4081,296,85,2898,472182,1113,917738,855430,330393,202984
561,KARNATAKA,Gadag,1064570,537147,527423,907750,143665,3432,231,79,5993,306138,514,758432,601578,279069,183409
562,KARNATAKA,Dharwad,1847023,937206,909817,1390020,386834,28747,1486,715,29037,428556,823,1418467,1017935,505688,322577
563,KARNATAKA,Uttara Kannada,1437169,726256,710913,1187306,187974,44530,305,12804,3624,277857,697,1159312,742281,412649,281542
564,KARNATAKA,Haveri,1597668,819128,778540,1281878,297927,2406,419,68,9834,383494,535,1214174,904453,426094,266586
565,KARNATAKA,Bellary,2452595,1236954,1215641,2103633,320834,14014,1029,284,8044,787762,1401,1664833,1487013,617276,346905
566,KARNATAKA,Chitradurga,1659456,840843,818613,1520553,128751,3175,322,84,3778,452975,1757,1206481,891230,460057,306412
567,KARNATAKA,Davanagere,1945497,986400,959097,1658465,265805,5420,307,164,6417,467414,2255,1478083,1068518,538551,336173
568,KARNATAKA,Shimoga,1752753,877415,875338,1479424,234664,26521,400,120,9234,355222,764,1397531,913150,513297,325542
569,KARNATAKA,Udupi,1177361,562131,615230,1009179,96740,65838,232,161,4534,204028,659,973333,559565,340903,276234
570,KARNATAKA,Chikmagalur,1137961,566622,571339,1004553,101235,26000,182,109,4710,204371,723,933590,564994,341380,230864
571,KARNATAKA,Tumkur,2678980,1350594,1328386,2413812,245923,9130,477,187,5067,686274,2387,1992706,1351461,760936,564196
572,KARNATAKA,Bangalore,9621551,5022661,4598890,7725070,1248294,504863,13254,5531,83090,1304048,12115,8317503,5275666,2909575,1424195
573,KARNATAKA,Mandya,1805769,905085,900684,1712695,77801,8506,322,299,3607,504734,1126,1301035,902307,527236,375100
574,KARNATAKA,Hassan,1776421,883667,892754,1630814,120011,15611,289,623,5820,401227,1124,1375194,877340,522039,375918
575,KARNATAKA,Dakshina Kannada,2089649,1034714,1054935,1403854,501896,171398,525,445,10397,298846,880,1790803,1072417,608450,407902
576,KARNATAKA,Kodagu,554519,274608,279911,448986,87274,17130,139,126,250,91352,322,463167,276918,163360,113919
577,KARNATAKA,Mysore,3001127,1511600,1489527,2631985,290549,39361,1255,16194,14419,747237,2086,2253890,1580116,865220,553705
578,KARNATAKA,Chamarajanagar,1020791,512231,508560,942071,47210,22183,136,4872,761,401643,839,619148,519046,294903,206003
579,KARNATAKA,Gulbarga,2566326,1301755,1264571,2011014,513125,8344,826,9589,4865,883704,2007,1682622,1570719,604665,388935
580,KARNATAKA,Yadgir,1174271,590329,583942,997974,155340,8677,331,7970,1519,579042,412,595229,738451,267222,168186
581,KARNATAKA,Kolar,1536401,776396,760005,1305431,199873,26722,253,150,2494,399089,1282,1137312,841499,419380,274240
582,KARNATAKA,Chikkaballapura,1255104,636437,618667,1100131,147810,4684,264,85,975,380402,1490,874702,666451,350299,236864
583,KARNATAKA,Bangalore Rural,990923,509172,481751,890429,92252,5368,389,272,1045,205062,922,785861,535765,278153,176083
584,KARNATAKA,Ramanagara,1082636,548008,534628,959260,114311,6390,383,104,859,324721,1439,757915,559082,297330,224785
585,GOA,North Goa,818008,416677,401331,622213,57941,134169,618,553,546,99538,1514,718470,380926,260533,175035
586,GOA,South Goa,640537,322463,318074,341664,63623,231961,855,542,563,88577,580,551960,314480,194872,130605
587,LAKSHADWEEP,Lakshadweep,64473,33123,31350,1788,62268,317,8,10,11,5953,115,58520,33877,19244,11237
588,KERALA,Kasaragod,1307375,628613,678762,729987,486913,87454,151,362,130,212905,1754,1094470,688763,369883,246975
589,KERALA,Kannur,2523003,1181446,1341557,1509592,742483,262526,424,1118,193,279352,5761,2243651,1187177,741984,588081
590,KERALA,Wayanad,817420,401684,415736,404460,234185,174453,61,312,1797,131211,698,686209,412806,246590,157326
591,KERALA,Kozhikode,3086293,1470942,1615351,1734958,1211131,131516,297,235,601,335520,2959,2750773,1487644,909581,686109
592,KERALA,Malappuram,4112920,1960328,2152592,1135259,2888849,81556,205,179,68,622345,3243,3490575,2406005,1041361,662311
593,KERALA,Palakkad,2809934,1359478,1450456,1875980,812936,114397,220,238,78,439934,3135,2370000,1395222,802611,608966
594,KERALA,Thrissur,3121200,1480763,1640437,1823442,532839,757484,259,278,62,307665,2963,2813535,1394214,931841,792182
595,KERALA,Ernakulam,3282388,1619557,1662831,1509557,514397,1248137,860,614,1176,268315,2690,3014073,1396968,1024720,858010
596,KERALA,Idukki,1108974,552808,556166,541854,82206,481507,100,189,44,126589,884,982385,494456,352163,261471
597,KERALA,Kottayam,1974551,968289,1006262,983598,126499,858608,204,358,83,134393,1548,1840158,811653,596302,565048
598,KERALA,Alappuzha,2127789,1013142,1114647,1460447,224545,435056,268,146,74,163991,2164,1963798,891512,648522,585591
